N,P,K,temprature,humidity,ph,rainfall,label
67,39,40,15.34,49,6.36,306.4,Barley
68,46,41,15.32,51,6.48,181.98,Barley
61,44,45,14.37,55,6.34,179.65,Barley
60,37,47,15.89,54,6.45,80.83,Barley
68,48,42,15.72,57,6.8,109.55,Barley
64,47,39,16.43,48,6.23,85.38,Barley
65,33,38,15.49,53,6.58,74.59,Barley
68,39,35,15.51,50,6.51,90.08,Barley
59,43,41,15.3,56,6.76,138.9,Barley
65,38,43,16.32,52,6.64,155.24,Barley
62,40,38,15.89,49,6.61,76.16,Barley
67,39,40,15.56,47,6.85,243.98,Barley
70,36,43,16.1,54,6.78,65.37,Barley
63,39,37,17.22,52,6.74,66.25,Barley
66,41,41,14.75,52,6.43,193.74,Barley
68,35,39,15.56,51,6.75,108.85,Barley
63,35,43,13.48,52,6.6,192.34,Barley
66,43,40,16.55,56,6.4,261.54,Barley
62,43,46,15.35,56,6.42,228.85,Barley
57,40,35,13.92,55,6.57,170.97,Barley
68,44,37,15.08,49,6.39,267.39,Barley
68,41,43,15.87,53,6.64,104.52,Barley
68,41,43,15.26,51,6.32,61.27,Barley
64,38,41,15.99,54,6.7,242.42,Barley
65,39,40,14.46,53,6.46,207.2,Barley
63,34,34,16.55,48,6.72,131.09,Barley
66,44,38,14.68,52,6.52,249.81,Barley
66,48,36,15.19,55,6.64,264.47,Barley
58,42,47,14.83,58,6.43,111.22,Barley
65,35,42,15.56,53,6.69,327.67,Barley
65,42,34,16.17,52,6.58,128.28,Barley
57,43,38,17.04,54,6.81,274.77,Barley
64,46,39,15.37,50,6.56,249.91,Barley
69,37,41,16.15,49,6.67,238.36,Barley
66,33,38,16.42,50,6.3,260.41,Barley
66,39,46,17.77,51,6.41,243.29,Barley
63,39,43,15.97,51,6.68,212.66,Barley
65,43,37,15.7,52,6.33,118.86,Barley
70,38,40,14.5,58,6.88,166.33,Barley
73,31,39,15.45,53,6.95,225.26,Barley
65,34,46,17.24,54,6.25,262.36,Barley
60,33,38,16.27,51,6.85,246.42,Barley
68,49,41,14.32,57,6.53,150.52,Barley
59,32,38,16.92,53,6.75,247.76,Barley
66,32,47,13.8,55,6.61,140.78,Barley
73,34,39,16.48,50,6.58,179.79,Barley
71,37,38,15.56,50,6.59,146.38,Barley
64,35,43,14.04,50,6.29,157.73,Barley
68,46,41,14.14,46,6.26,234.37,Barley
68,38,38,13.67,53,6.63,114.07,Barley
57,40,46,16.61,52,6.55,101.9,Barley
69,43,42,14.86,54,6.43,52.0,Barley
61,50,39,13.77,51,6.51,129.5,Barley
71,41,43,17.68,53,6.33,299.11,Barley
67,43,34,14.65,55,6.3,68.27,Barley
67,40,37,17.43,57,6.71,196.75,Barley
61,33,41,15.28,47,6.24,161.86,Barley
60,33,37,16.49,47,6.54,80.1,Barley
60,30,40,15.39,54,6.75,118.63,Barley
64,41,44,14.77,49,6.98,269.52,Barley
62,44,37,14.7,47,6.45,118.87,Barley
61,34,40,16.0,52,6.69,107.18,Barley
64,45,40,15.96,48,6.88,120.93,Barley
58,37,39,14.71,55,6.56,99.75,Barley
65,33,44,15.45,51,6.29,212.72,Barley
66,46,38,15.58,55,6.65,117.38,Barley
64,39,41,15.74,62,6.32,58.0,Barley
60,44,41,16.64,51,6.76,242.46,Barley
67,41,39,15.1,48,6.65,80.44,Barley
64,38,35,16.58,48,6.42,76.38,Barley
67,47,35,15.99,54,6.82,129.56,Barley
62,51,35,15.37,49,6.5,299.57,Barley
64,37,35,15.18,60,6.66,194.83,Barley
70,42,42,15.9,50,6.6,80.09,Barley
67,42,35,16.07,48,6.57,137.9,Barley
74,44,34,16.77,48,6.38,194.24,Barley
63,46,37,15.94,51,6.63,51.6,Barley
64,41,46,16.62,54,6.99,86.57,Barley
59,51,41,16.1,48,6.43,53.3,Barley
58,49,40,14.96,49,6.35,151.15,Barley
61,44,42,15.69,51,6.8,237.34,Barley
67,40,35,16.19,53,6.28,245.57,Barley
69,43,46,14.33,48,6.63,245.61,Barley
66,48,41,13.74,47,6.5,168.19,Barley
64,32,35,14.01,60,6.67,267.11,Barley
65,41,42,16.1,57,6.6,263.59,Barley
69,47,42,15.15,57,6.44,208.04,Barley
60,37,42,16.24,59,6.63,204.85,Barley
58,41,37,16.21,55,6.62,233.36,Barley
66,36,40,15.76,51,6.7,300.97,Barley
63,50,44,13.7,51,6.4,51.66,Barley
64,49,38,13.64,53,6.82,142.76,Barley
67,38,36,15.42,57,6.62,169.67,Barley
67,38,40,16.05,52,6.39,290.85,Barley
68,38,39,15.77,52,6.54,260.76,Barley
59,50,39,17.26,48,6.66,105.47,Barley
69,41,37,15.83,52,6.76,335.32,Barley
65,43,45,14.58,54,6.74,225.02,Barley
68,45,38,15.28,46,6.36,199.16,Barley
64,47,40,14.77,55,6.69,164.2,Barley
65,38,37,15.64,58,6.87,185.25,Barley
70,48,39,13.57,49,6.73,134.59,Barley
67,37,42,15.67,51,6.6,290.51,Barley
59,40,41,17.2,55,6.83,296.23,Barley
61,51,42,15.59,53,6.74,269.78,Barley
67,44,43,15.64,45,6.63,265.29,Barley
65,38,46,15.37,57,6.43,138.76,Barley
65,34,43,15.96,48,6.92,311.59,Barley
66,36,37,16.12,53,6.8,205.05,Barley
65,46,37,16.72,56,6.43,117.38,Barley
70,45,38,16.67,50,6.53,128.39,Barley
71,35,45,16.53,60,6.95,147.65,Barley
57,36,42,16.12,49,7.0,165.85,Barley
63,39,38,13.96,56,6.39,328.81,Barley
69,37,39,15.6,49,6.64,90.12,Barley
69,44,41,14.59,49,6.5,146.4,Barley
68,34,35,15.51,46,6.63,186.43,Barley
71,44,43,13.41,48,6.43,204.73,Barley
71,43,45,15.49,54,6.9,276.96,Barley
66,32,43,16.33,51,6.85,66.74,Barley
59,31,39,16.26,53,6.43,281.33,Barley
73,33,35,13.72,56,6.71,176.11,Barley
62,43,41,14.38,46,6.72,116.56,Barley
65,35,34,14.52,49,6.93,163.11,Barley
66,34,37,16.52,46,6.52,103.31,Barley
62,34,44,15.34,53,6.43,272.32,Barley
63,33,39,14.0,52,6.86,119.97,Barley
69,47,40,15.28,50,6.63,85.1,Barley
64,37,44,16.73,51,6.52,300.79,Barley
71,33,45,17.51,52,6.45,346.09,Barley
61,39,47,15.46,49,6.73,361.96,Barley
69,43,44,14.79,49,6.3,100.19,Barley
67,45,38,13.83,54,6.61,122.7,Barley
65,42,42,13.88,55,6.55,154.76,Barley
68,37,40,14.33,50,6.44,229.58,Barley
61,35,41,15.72,60,6.37,225.46,Barley
65,43,38,15.32,59,6.63,83.35,Barley
60,33,40,14.55,51,6.57,119.89,Barley
65,40,44,16.25,56,6.54,69.73,Barley
58,39,40,14.96,50,6.58,57.61,Barley
62,36,41,15.16,53,6.49,68.49,Barley
64,39,44,15.45,49,6.76,104.48,Barley
70,38,42,15.43,50,6.98,289.4,Barley
61,31,35,16.01,50,6.33,293.15,Barley
67,42,34,15.58,48,6.39,53.76,Barley
65,45,43,15.03,56,6.5,134.46,Barley
71,42,35,15.42,59,6.59,63.3,Barley
66,34,41,15.82,59,6.3,75.17,Barley
72,39,39,14.98,47,6.41,233.86,Barley
61,31,39,15.55,59,6.52,224.69,Barley
64,47,37,14.56,49,6.74,163.24,Barley
67,45,36,16.08,46,6.53,201.48,Barley
63,36,39,14.52,52,6.56,216.2,Barley
67,47,41,15.88,52,6.56,237.5,Barley
68,35,42,17.41,55,6.65,75.2,Barley
67,33,37,16.04,52,6.79,147.23,Barley
66,52,39,15.63,48,6.68,152.82,Barley
61,49,45,13.68,47,6.65,302.08,Barley
69,43,43,14.91,54,6.4,135.05,Barley
61,39,38,15.64,52,6.58,88.97,Barley
65,46,42,16.52,51,6.75,138.69,Barley
68,43,44,17.27,56,6.55,146.53,Barley
70,32,38,14.32,45,6.79,119.13,Barley
65,42,38,15.3,54,6.35,204.23,Barley
63,34,38,14.45,48,6.86,95.7,Barley
59,45,38,15.56,51,6.79,136.47,Barley
71,40,34,14.56,50,6.46,67.44,Barley
62,43,38,16.02,50,6.66,238.5,Barley
64,43,43,16.08,49,6.74,65.04,Barley
59,45,36,15.8,48,6.74,138.24,Barley
64,34,35,16.32,53,6.37,225.51,Barley
69,44,43,15.96,50,6.26,164.34,Barley
69,48,37,14.77,50,6.23,262.97,Barley
64,41,44,16.38,50,6.36,139.71,Barley
64,41,40,15.92,46,6.57,303.61,Barley
59,33,42,14.01,57,6.39,219.88,Barley
61,45,37,16.38,48,6.82,182.74,Barley
67,40,46,15.54,54,6.42,270.02,Barley
65,35,35,15.79,53,6.7,226.39,Barley
71,39,39,14.76,60,6.93,314.77,Barley
72,45,39,16.71,46,6.57,211.03,Barley
61,46,36,16.59,59,6.56,153.41,Barley
65,31,34,16.09,51,6.82,332.39,Barley
62,39,40,16.23,51,6.42,254.47,Barley
70,33,44,16.43,55,6.52,198.6,Barley
68,36,41,15.81,48,6.71,64.34,Barley
65,39,41,15.13,49,6.65,115.26,Barley
72,43,41,16.4,50,6.44,134.51,Barley
64,32,39,15.59,47,7.0,123.97,Barley
65,37,37,16.41,49,6.81,194.05,Barley
67,47,41,17.01,51,6.32,95.6,Barley
68,37,39,15.64,54,6.66,129.46,Barley
66,36,38,16.21,45,6.94,142.27,Barley
68,34,38,15.83,55,6.52,77.4,Barley
66,39,39,15.34,51,6.5,122.86,Barley
69,37,43,14.66,49,6.51,108.61,Barley
66,41,42,15.52,52,6.66,151.59,Barley
66,42,46,16.01,54,6.57,89.14,Barley
68,34,37,15.58,49,6.32,203.31,Barley
69,43,40,14.57,46,6.5,258.75,Barley
66,32,41,15.81,45,6.93,286.51,Barley
68,38,45,16.32,48,6.38,280.76,Barley
65,43,45,14.71,52,6.58,166.59,Barley
62,38,42,14.68,48,6.44,210.44,Barley
62,34,43,15.82,49,6.64,104.89,Barley
62,38,36,16.9,52,6.56,149.03,Barley
60,32,39,17.02,52,6.34,137.3,Barley
59,43,42,15.5,54,6.8,130.37,Barley
64,39,40,13.99,52,6.64,108.56,Barley
63,51,40,14.01,51,6.45,295.76,Barley
66,46,36,16.8,55,6.64,109.53,Barley
67,38,42,15.11,50,6.8,164.68,Barley
65,40,46,14.76,50,6.6,230.48,Barley
70,41,37,14.59,50,6.71,227.42,Barley
67,47,38,16.4,52,6.41,332.58,Barley
70,33,42,16.5,52,6.56,160.22,Barley
65,44,44,15.12,54,6.69,144.21,Barley
68,35,43,17.61,54,6.78,123.26,Barley
59,41,43,16.06,57,6.55,59.54,Barley
68,43,40,15.02,45,6.68,243.42,Barley
69,37,41,15.62,49,6.74,338.13,Barley
67,41,39,15.58,47,6.95,138.14,Barley
67,40,40,14.4,52,6.27,291.89,Barley
64,39,43,16.5,51,6.91,132.25,Barley
71,31,39,15.26,51,6.53,106.6,Barley
68,39,43,16.12,53,6.31,96.14,Barley
65,43,43,15.82,59,6.65,152.45,Barley
61,39,40,15.12,51,6.58,125.06,Barley
70,47,39,16.64,48,6.64,113.7,Barley
66,35,40,14.52,51,6.45,85.15,Barley
65,32,44,16.63,45,6.32,143.06,Barley
63,42,42,15.75,54,6.48,337.38,Barley
66,38,35,16.45,52,6.78,128.1,Barley
63,40,38,15.0,48,6.45,181.55,Barley
58,43,43,15.99,56,6.62,95.54,Barley
63,34,41,16.56,45,6.75,74.87,Barley
67,45,42,16.79,50,6.67,70.01,Barley
68,38,38,14.81,47,6.37,155.33,Barley
66,47,36,16.49,59,6.56,100.51,Barley
65,47,41,15.72,47,6.68,194.78,Barley
64,45,45,14.25,51,6.63,214.48,Barley
66,43,40,15.67,58,6.81,57.23,Barley
65,33,42,15.68,60,6.75,227.39,Barley
64,46,36,14.84,58,6.58,103.13,Barley
62,37,43,17.17,50,6.88,174.02,Barley
69,42,39,16.24,53,6.56,333.22,Barley
61,45,45,14.36,47,6.75,254.24,Barley
66,42,39,14.28,49,6.53,214.15,Barley
66,45,36,16.15,56,6.58,100.41,Barley
72,34,36,15.78,51,6.76,115.43,Barley
64,44,42,13.94,56,6.77,227.4,Barley
68,43,41,16.23,56,6.58,336.07,Barley
63,45,44,15.8,50,6.55,110.32,Barley
67,35,42,15.07,57,6.37,193.06,Barley
64,46,36,16.04,54,6.38,231.47,Barley
60,36,35,16.01,56,6.58,122.49,Barley
61,34,36,13.99,48,6.62,169.67,Barley
67,41,37,16.51,48,6.28,60.78,Barley
63,37,46,17.59,51,6.65,148.5,Barley
63,37,41,15.25,56,6.57,216.83,Barley
58,41,45,16.03,53,6.52,176.89,Barley
66,42,40,14.8,55,6.46,106.63,Barley
66,51,40,16.7,53,6.7,184.37,Barley
63,45,41,16.87,52,6.51,106.56,Barley
63,36,38,15.76,45,6.85,282.45,Barley
64,42,42,16.56,48,6.77,92.09,Barley
69,40,38,15.28,47,6.33,156.88,Barley
64,42,41,14.99,55,6.33,85.02,Barley
60,31,40,16.68,48,6.53,86.94,Barley
66,34,35,15.13,60,6.48,225.84,Barley
71,39,37,16.34,61,6.89,135.78,Barley
60,30,40,15.76,50,6.52,223.93,Barley
65,38,45,14.95,48,6.73,337.93,Barley
70,42,35,14.97,49,6.94,358.14,Barley
61,34,40,15.28,61,6.55,351.78,Barley
66,35,40,13.72,45,6.46,170.88,Barley
67,41,38,16.11,54,6.45,250.6,Barley
59,45,42,14.44,54,6.58,74.05,Barley
73,44,43,17.0,58,6.94,204.04,Barley
73,41,40,13.76,50,6.79,281.34,Barley
70,41,40,16.37,51,6.63,55.37,Barley
63,43,44,15.35,54,6.43,145.66,Barley
61,39,41,15.21,50,6.81,128.89,Barley
65,30,37,15.38,47,6.68,184.34,Barley
69,50,41,15.26,54,6.6,131.53,Barley
73,45,43,16.85,50,6.25,213.42,Barley
64,43,40,16.61,52,6.8,106.51,Barley
60,36,41,17.25,51,6.38,343.53,Barley
68,51,39,14.6,48,6.83,113.15,Barley
63,45,36,15.78,52,6.61,155.38,Barley
61,34,37,15.46,55,6.49,68.89,Barley
66,45,37,15.12,53,6.81,87.4,Barley
69,37,38,16.99,50,6.58,172.0,Barley
64,44,42,15.76,56,6.5,187.02,Barley
67,40,39,15.94,53,6.79,194.08,Barley
65,43,41,13.81,48,6.43,344.57,Barley
60,41,36,15.91,50,6.4,345.02,Barley
63,43,39,15.42,55,6.92,285.67,Barley
69,48,46,17.34,49,6.52,50.9,Barley
67,44,42,15.85,58,6.81,73.15,Barley
61,40,44,17.27,50,6.47,124.49,Barley
61,35,37,13.95,53,6.4,327.68,Barley
60,43,46,16.29,53,6.24,136.11,Barley
67,37,38,14.86,46,6.59,249.23,Barley
66,47,36,16.98,51,6.66,100.55,Barley
63,37,37,15.61,49,6.72,344.59,Barley
62,37,44,14.48,52,6.72,173.5,Barley
69,36,40,15.81,48,6.63,224.5,Barley
67,40,41,14.65,57,6.8,164.4,Barley
61,41,42,15.33,51,6.35,162.47,Barley
64,35,38,16.24,53,6.53,82.43,Barley
64,39,43,13.53,52,6.79,64.13,Barley
71,42,40,14.19,46,6.38,152.71,Barley
66,35,36,14.9,50,6.7,227.05,Barley
57,31,45,15.42,61,6.57,270.71,Barley
61,41,36,17.22,48,6.45,53.81,Barley
59,43,38,16.0,54,6.43,140.49,Barley
66,31,40,16.99,53,6.21,268.42,Barley
72,42,43,15.98,50,6.61,165.08,Barley
69,30,38,16.91,50,6.73,165.85,Barley
68,38,42,17.08,55,6.42,247.26,Barley
64,38,38,16.01,47,6.76,240.23,Barley
69,37,44,16.34,49,6.67,76.75,Barley
64,38,38,16.6,50,6.67,290.31,Barley
61,39,40,14.93,56,6.74,73.41,Barley
62,38,43,14.6,54,6.56,69.91,Barley
74,39,43,14.62,56,6.81,300.3,Barley
70,34,40,16.91,53,6.56,111.91,Barley
70,44,39,15.62,46,6.86,154.51,Barley
67,39,42,15.72,57,6.79,274.4,Barley
67,35,43,16.55,51,6.46,171.54,Barley
66,45,44,15.1,53,6.66,245.49,Barley
66,40,38,16.18,53,6.53,141.01,Barley
61,40,36,16.73,54,6.54,211.8,Barley
66,37,36,16.0,60,6.38,103.16,Barley
67,38,40,14.45,57,6.6,67.9,Barley
65,39,38,16.99,53,6.84,135.82,Barley
67,37,38,16.4,46,6.9,59.01,Barley
58,38,39,16.69,57,6.61,144.92,Barley
62,49,46,16.38,53,6.66,125.9,Barley
65,35,45,15.02,47,6.8,87.91,Barley
66,44,35,14.55,58,6.86,276.33,Barley
64,36,41,15.74,47,6.25,177.54,Barley
73,37,35,15.58,52,6.95,93.84,Barley
66,42,42,14.92,47,6.73,211.0,Barley
61,44,37,15.59,46,6.43,302.72,Barley
66,36,42,14.4,45,6.42,242.82,Barley
66,36,37,16.33,48,6.46,119.49,Barley
73,37,39,15.9,47,6.4,272.5,Barley
68,36,35,14.24,56,6.48,219.28,Barley
70,37,38,15.37,57,6.66,59.22,Barley
67,37,42,14.51,46,6.8,289.57,Barley
66,47,38,15.57,53,6.56,158.57,Barley
62,50,43,15.9,54,6.62,202.5,Barley
65,38,34,16.78,59,6.54,161.14,Barley
65,39,35,14.12,54,6.57,205.7,Barley
72,43,42,14.45,53,6.26,113.02,Barley
67,34,39,17.26,45,6.54,125.3,Barley
73,43,41,15.25,48,6.54,114.54,Barley
60,36,37,16.9,50,6.67,107.62,Barley
65,31,44,15.01,47,6.54,243.12,Barley
64,37,40,17.06,54,6.4,88.32,Barley
65,35,47,14.74,58,6.61,264.17,Barley
66,37,42,15.81,52,6.59,245.8,Barley
73,31,33,16.09,56,6.34,192.17,Barley
63,38,38,16.27,58,6.34,221.56,Barley
69,37,37,15.95,54,6.76,141.63,Barley
64,51,35,16.98,58,6.47,161.2,Barley
67,38,42,16.56,45,6.49,106.88,Barley
57,41,43,15.42,51,6.69,142.83,Barley
67,34,40,16.86,47,6.53,137.76,Barley
60,42,36,16.12,52,6.85,154.15,Barley
63,39,44,15.49,56,6.39,241.84,Barley
65,46,38,15.46,60,6.81,170.75,Barley
71,40,44,14.65,47,6.36,81.08,Barley
65,36,41,16.69,52,6.71,274.58,Barley
66,45,35,16.31,48,6.54,133.81,Barley
63,35,41,15.05,46,6.46,209.02,Barley
70,32,39,15.2,50,6.7,167.0,Barley
64,32,41,16.17,49,6.38,152.84,Barley
69,32,37,15.47,60,6.57,145.33,Barley
66,34,42,13.83,50,6.58,89.63,Barley
69,48,42,16.42,50,6.54,279.51,Barley
65,43,41,15.89,48,6.58,274.34,Barley
64,39,35,16.34,48,6.67,298.61,Barley
66,40,40,15.44,49,6.43,216.65,Barley
73,41,40,16.53,51,6.97,188.6,Barley
72,39,37,17.68,49,6.64,211.07,Barley
72,41,42,15.7,57,6.81,209.43,Barley
62,39,43,16.69,54,6.7,324.23,Barley
64,37,35,15.85,49,6.77,124.39,Barley
68,34,44,14.58,55,6.49,357.74,Barley
69,34,44,13.96,58,6.8,151.34,Barley
74,48,40,13.82,61,6.62,59.56,Barley
63,47,39,15.37,49,6.68,82.4,Barley
62,42,39,14.54,58,6.47,240.34,Barley
69,35,38,15.02,60,6.29,239.89,Barley
62,39,38,15.98,45,6.79,140.61,Barley
71,35,46,14.26,61,6.49,285.05,Barley
65,38,38,15.04,48,6.68,133.6,Barley
68,46,38,16.04,51,6.43,205.72,Barley
65,42,38,15.17,55,6.53,310.1,Barley
63,40,36,13.72,51,6.65,103.66,Barley
71,45,39,14.82,58,6.69,148.89,Barley
69,44,40,14.67,48,6.57,268.18,Barley
64,37,44,16.09,48,6.51,261.01,Barley
63,34,36,15.33,58,6.5,361.47,Barley
67,33,35,16.54,48,6.52,103.38,Barley
66,51,38,15.14,48,6.27,132.91,Barley
62,36,36,14.78,49,6.21,216.33,Barley
66,33,40,15.44,51,6.79,335.85,Barley
63,48,35,16.55,54,6.45,52.85,Barley
66,39,42,15.36,56,6.8,222.48,Barley
59,45,44,14.93,49,6.49,115.8,Barley
69,42,44,16.74,52,6.63,207.6,Barley
72,32,42,17.06,50,6.44,108.2,Barley
59,32,39,15.94,50,6.69,176.05,Barley
60,39,41,15.18,57,6.37,72.63,Barley
66,38,43,16.93,59,6.76,342.53,Barley
100,77,90,20.27,89,6.86,796.74,Brinjal
89,52,58,23.27,66,6.14,1978.42,Brinjal
69,71,71,23.56,83,5.69,1425.58,Brinjal
83,76,66,20.12,70,6.26,500.31,Brinjal
87,57,58,23.56,74,6.3,756.85,Brinjal
91,47,53,19.58,72,5.87,767.42,Brinjal
95,41,80,20.35,84,5.67,758.78,Brinjal
61,71,42,20.04,66,5.94,572.48,Brinjal
82,51,52,21.24,75,5.55,1579.64,Brinjal
84,58,77,19.15,70,5.9,992.82,Brinjal
77,50,73,22.25,74,6.1,762.76,Brinjal
80,50,68,22.12,77,6.54,692.75,Brinjal
65,49,70,23.8,70,5.98,1136.1,Brinjal
93,56,60,19.77,80,6.15,910.48,Brinjal
62,59,42,21.22,76,6.5,1401.69,Brinjal
84,55,65,22.49,87,6.79,1670.54,Brinjal
85,59,58,20.48,77,6.22,855.03,Brinjal
95,87,59,23.24,76,5.92,1050.36,Brinjal
83,71,74,22.6,65,6.35,1261.09,Brinjal
112,50,75,19.35,87,5.94,1237.32,Brinjal
109,74,70,20.94,82,6.46,869.66,Brinjal
89,58,57,18.15,81,6.25,1001.79,Brinjal
84,79,58,22.21,70,6.26,1414.86,Brinjal
86,41,80,18.77,66,6.48,366.85,Brinjal
109,47,84,22.53,71,5.72,1375.82,Brinjal
118,60,53,20.04,86,6.18,1345.32,Brinjal
85,61,68,21.66,77,6.23,1637.18,Brinjal
72,58,78,21.28,77,6.28,1557.17,Brinjal
112,62,69,22.18,72,6.38,1043.67,Brinjal
74,85,72,24.41,79,6.43,1055.66,Brinjal
75,64,53,20.05,86,6.29,1115.5,Brinjal
78,56,62,20.71,68,5.94,552.9,Brinjal
114,75,55,19.67,69,6.25,358.91,Brinjal
90,84,57,22.19,74,6.19,1815.92,Brinjal
116,71,74,23.75,79,6.26,620.55,Brinjal
105,62,49,20.05,75,6.41,621.77,Brinjal
80,70,91,23.05,71,6.1,588.01,Brinjal
82,50,73,19.48,75,6.03,237.52,Brinjal
92,70,46,23.85,74,6.33,1484.86,Brinjal
74,82,52,18.47,73,6.3,983.51,Brinjal
90,53,90,23.62,74,5.64,1116.79,Brinjal
69,52,73,19.55,75,6.13,1867.68,Brinjal
110,64,73,23.95,81,6.27,1169.27,Brinjal
117,69,84,22.24,74,5.63,1578.89,Brinjal
103,57,59,24.15,78,6.46,789.55,Brinjal
77,45,76,22.74,79,6.76,360.45,Brinjal
72,80,60,21.18,78,6.2,1087.4,Brinjal
88,54,64,19.13,74,6.35,793.13,Brinjal
76,48,81,19.92,82,5.53,1456.52,Brinjal
108,55,47,20.61,72,5.58,1066.46,Brinjal
102,59,66,20.49,84,6.67,947.73,Brinjal
84,60,55,23.21,69,6.37,837.43,Brinjal
102,71,70,20.73,76,5.72,1568.1,Brinjal
65,71,67,19.84,67,6.31,454.55,Brinjal
91,46,88,24.22,76,6.09,1081.39,Brinjal
87,84,59,21.02,75,5.76,1835.44,Brinjal
100,68,77,21.94,69,6.28,751.03,Brinjal
99,43,54,23.51,77,6.29,415.48,Brinjal
88,62,71,21.99,69,6.27,1702.79,Brinjal
72,69,44,20.76,77,6.02,1184.09,Brinjal
78,78,52,22.3,82,6.26,517.86,Brinjal
96,48,80,24.79,75,6.73,1246.87,Brinjal
115,50,53,22.71,79,5.52,381.32,Brinjal
94,50,45,18.91,70,5.51,945.68,Brinjal
78,81,46,24.14,75,6.83,1024.06,Brinjal
88,64,59,22.63,80,6.02,1228.79,Brinjal
91,71,63,23.44,72,6.19,1324.66,Brinjal
98,65,78,22.51,70,5.87,1297.04,Brinjal
75,58,75,23.21,85,6.77,1378.72,Brinjal
82,52,75,24.26,80,5.92,1109.15,Brinjal
82,55,67,18.14,73,5.89,847.82,Brinjal
87,80,62,20.45,73,5.55,902.51,Brinjal
79,56,76,22.36,78,5.81,1217.33,Brinjal
111,89,55,22.63,71,6.08,1703.63,Brinjal
88,59,45,18.43,69,6.23,498.28,Brinjal
82,69,77,23.2,69,5.76,750.88,Brinjal
93,67,57,22.55,83,5.8,897.95,Brinjal
105,72,52,22.36,70,6.36,761.51,Brinjal
69,77,51,24.21,70,6.65,1202.19,Brinjal
87,50,67,20.94,74,5.77,1118.61,Brinjal
106,50,60,23.65,76,5.8,945.17,Brinjal
86,68,61,21.73,81,6.3,1517.3,Brinjal
101,66,78,19.47,70,6.08,338.29,Brinjal
96,63,55,21.93,70,6.15,1599.22,Brinjal
91,64,42,22.24,71,5.81,1724.37,Brinjal
75,46,54,20.67,71,6.33,1698.92,Brinjal
82,53,76,21.95,86,6.49,528.78,Brinjal
97,54,67,20.96,83,5.5,2000.52,Brinjal
75,80,76,19.42,88,5.88,1488.17,Brinjal
74,65,70,20.76,77,5.57,1923.98,Brinjal
95,81,71,21.16,79,6.04,902.53,Brinjal
103,62,50,18.91,86,5.7,1515.65,Brinjal
70,65,80,21.63,87,6.48,675.78,Brinjal
94,68,60,21.7,76,6.16,1303.75,Brinjal
96,44,74,23.47,80,5.81,709.2,Brinjal
84,49,69,24.43,74,6.03,1634.7,Brinjal
93,66,43,22.59,81,6.56,719.62,Brinjal
96,62,42,20.65,86,6.18,1129.69,Brinjal
100,66,62,21.42,74,6.23,1509.96,Brinjal
110,68,72,24.83,83,5.75,1089.72,Brinjal
87,82,87,19.28,69,5.67,1779.62,Brinjal
80,58,60,21.63,65,6.33,1367.46,Brinjal
92,51,78,24.21,72,6.75,1261.66,Brinjal
109,76,83,24.88,69,6.53,1387.32,Brinjal
83,57,90,24.8,75,6.42,633.42,Brinjal
68,47,54,18.44,88,6.51,1126.72,Brinjal
93,63,55,20.46,78,6.84,911.53,Brinjal
61,53,47,20.65,78,6.56,795.32,Brinjal
96,56,71,18.64,84,6.06,864.61,Brinjal
116,66,62,18.93,80,6.57,776.07,Brinjal
71,69,61,24.41,70,5.54,2059.73,Brinjal
78,57,84,22.6,77,6.44,1333.27,Brinjal
73,75,90,22.91,75,5.84,2029.97,Brinjal
87,79,46,19.37,87,6.38,1757.38,Brinjal
99,54,67,21.09,80,6.16,1219.04,Brinjal
81,55,86,23.66,84,5.98,704.83,Brinjal
100,53,79,20.43,77,5.99,1164.99,Brinjal
96,47,68,21.69,71,6.82,314.08,Brinjal
78,41,89,22.8,76,6.42,1587.89,Brinjal
81,57,82,21.08,77,6.52,1692.76,Brinjal
116,62,61,20.7,82,6.74,1482.31,Brinjal
98,67,51,21.09,71,6.83,1823.38,Brinjal
88,74,60,22.18,78,6.18,1568.18,Brinjal
69,77,52,21.97,82,6.07,600.03,Brinjal
98,42,42,23.03,79,5.99,1570.08,Brinjal
94,76,56,20.69,85,6.22,1151.62,Brinjal
101,68,81,22.72,87,5.76,1184.45,Brinjal
88,68,71,23.81,82,6.34,123.05,Brinjal
119,73,64,22.64,75,6.32,1552.83,Brinjal
97,48,65,21.35,73,5.52,857.93,Brinjal
89,43,48,18.67,83,6.34,579.18,Brinjal
85,45,48,22.47,75,6.42,891.02,Brinjal
94,61,54,21.62,79,5.71,1129.71,Brinjal
70,57,72,21.86,79,5.68,1936.22,Brinjal
104,74,60,22.83,83,6.3,899.97,Brinjal
90,70,69,24.9,72,6.17,1828.26,Brinjal
113,86,65,18.75,83,6.06,750.8,Brinjal
90,67,41,24.67,88,5.92,1815.86,Brinjal
68,62,82,22.81,88,6.2,1784.9,Brinjal
78,77,44,21.59,67,5.71,1059.16,Brinjal
92,46,90,22.35,82,6.2,1293.22,Brinjal
113,61,73,22.16,66,6.6,1197.56,Brinjal
82,71,86,21.33,83,6.03,495.96,Brinjal
65,67,58,19.87,72,6.86,723.04,Brinjal
93,61,57,20.83,71,5.57,846.53,Brinjal
112,56,78,24.04,82,5.57,1610.75,Brinjal
71,73,57,18.0,78,6.9,1465.86,Brinjal
